8612000	2019-09-24 13:20:37 UTC	21			
8613000	2019-09-24 17:08:23 UTC	6			
8614000	2019-09-24 20:47:45 UTC	7			
8616000	2019-09-25 04:24:33 UTC	15			
8617000	2019-09-25 08:11:08 UTC	6			
8618000	2019-09-25 11:59:01 UTC	13			
8619000	2019-09-25 15:53:09 UTC	39			
8620000	2019-09-25 19:28:24 UTC	49			
8621000	2019-09-25 23:11:53 UTC	20			
8622000	2019-09-26 03:02:57 UTC	10			
8623000	2019-09-26 06:45:28 UTC	24			
8624000	2019-09-26 10:39:41 UTC	13			
8625000	2019-09-26 14:25:24 UTC	24			
8626000	2019-09-26 18:09:53 UTC	6			
8627000	2019-09-26 21:43:00 UTC	9			
8628000	2019-09-27 01:36:59 UTC	3			
8630000	2019-09-27 09:14:22 UTC	6			
8631000	2019-09-27 12:55:33 UTC	26			
8632000	2019-09-27 16:27:32 UTC	43			
8634000	2019-09-28 00:13:04 UTC	10			
8635000	2019-09-28 03:48:15 UTC	10			
8636000	2019-09-28 07:36:30 UTC	25			
8637000	2019-09-28 11:22:21 UTC	27			
8638000	2019-09-28 15:06:24 UTC	12			
8639000	2019-09-28 18:53:12 UTC	7			
8640000	2019-09-28 22:32:19 UTC	43			
8641000	2019-09-29 02:22:00 UTC	18			
8642000	2019-09-29 06:00:40 UTC	19			
8643000	2019-09-29 09:59:56 UTC	35			
8644000	2019-09-29 13:43:10 UTC	198			
8645000	2019-09-29 17:26:34 UTC	341			
8646000	2019-09-29 21:09:43 UTC	192			
8647000	2019-09-30 00:47:27 UTC	237			
8648000	2019-09-30 04:33:03 UTC	145			
8649000	2019-09-30 08:21:36 UTC	374			
8650000	2019-09-30 12:15:21 UTC	305			
8651000	2019-09-30 15:50:47 UTC	397			
8652000	2019-09-30 19:40:50 UTC	320			
8653000	2019-09-30 23:24:39 UTC	208			
8654000	2019-10-01 03:07:21 UTC	103			
8655000	2019-10-01 06:52:21 UTC	110			
8656000	2019-10-01 10:44:21 UTC	25			
8657000	2019-10-01 14:25:39 UTC	59			
8658000	2019-10-01 18:11:11 UTC	113			
8659000	2019-10-01 21:51:34 UTC	230			
8660000	2019-10-02 01:32:30 UTC	112			
8661000	2019-10-02 05:31:16 UTC	198			
8662000	2019-10-02 09:17:19 UTC	192			
8663000	2019-10-02 12:58:13 UTC	232			
8664000	2019-10-02 16:47:09 UTC	302			
8665000	2019-10-02 20:26:24 UTC	140			
8666000	2019-10-03 00:14:35 UTC	14			
8668000	2019-10-03 07:43:01 UTC	3			
8671000	2019-10-03 18:57:55 UTC	1			
8677000	2019-10-04 17:22:47 UTC	6			
8692000	2019-10-07 01:15:57 UTC	3			
8715000	2019-10-10 15:59:55 UTC	3			
8745000	2019-10-15 09:12:26 UTC	3			
8749000	2019-10-16 00:08:29 UTC	3			
8755000	2019-10-16 22:55:05 UTC	3			
8807000	2019-10-25 04:03:40 UTC	3			
8808000	2019-10-25 07:59:13 UTC	12			
8809000	2019-10-25 11:53:13 UTC	46			
8820000	2019-10-27 06:19:20 UTC	3			
8821000	2019-10-27 10:18:27 UTC	3			
8835000	2019-10-29 16:16:21 UTC	1			
8838000	2019-10-30 03:35:31 UTC	31			
8839000	2019-10-30 07:29:55 UTC	48			
8840000	2019-10-30 11:28:30 UTC	1			
8842000	2019-10-30 19:17:35 UTC	2			
8843000	2019-10-30 23:06:33 UTC	25			
8844000	2019-10-31 03:01:31 UTC	27			
8848000	2019-10-31 18:21:04 UTC	3			
8873000	2019-11-04 18:45:04 UTC	3			
8885000	2019-11-06 17:01:46 UTC	1			
8888000	2019-11-07 04:33:42 UTC	6			
8892000	2019-11-07 20:10:38 UTC	1			
8897000	2019-11-08 15:31:09 UTC	3			
8902000	2019-11-09 11:01:53 UTC	25			
8904000	2019-11-09 18:59:34 UTC	3			
8913000	2019-11-11 06:54:05 UTC	3			
8926000	2019-11-13 10:47:59 UTC	3			
8959000	2019-11-18 22:43:48 UTC	3			
8982000	2019-11-22 18:57:09 UTC	15			
8987000	2019-11-23 14:53:38 UTC	3			
9061000	2019-12-06 14:41:27 UTC	3			
9066000	2019-12-07 11:44:52 UTC	3			
9094000	2019-12-12 11:01:27 UTC	3			
9108000	2019-12-15 01:11:53 UTC	6			
9109000	2019-12-15 05:46:56 UTC	13			
9111000	2019-12-15 15:16:26 UTC	6			
9117000	2019-12-16 19:15:32 UTC	2			
9122000	2019-12-17 19:06:04 UTC	7			
9134000	2019-12-20 04:41:08 UTC	3			
9136000	2019-12-20 14:24:06 UTC	15			
9174000	2019-12-28 03:59:02 UTC	1			
9181000	2019-12-29 13:16:06 UTC	3			
9184000	2019-12-30 03:35:59 UTC	3			
9186000	2019-12-30 13:17:56 UTC	9			
9203000	2020-01-02 20:39:49 UTC	6			
9217000	2020-01-04 23:56:02 UTC	1			
9222000	2020-01-05 18:24:46 UTC	3			
9224000	2020-01-06 01:57:15 UTC	3			
9227000	2020-01-06 12:49:16 UTC	27			
9228000	2020-01-06 16:23:57 UTC	93			
9229000	2020-01-06 20:06:46 UTC	102			
9230000	2020-01-06 23:38:29 UTC	57			
9231000	2020-01-07 03:20:59 UTC	116			
9232000	2020-01-07 07:00:22 UTC	70			
9233000	2020-01-07 10:41:19 UTC	70			
9234000	2020-01-07 14:23:34 UTC	87			
9235000	2020-01-07 17:59:39 UTC	163			
9236000	2020-01-07 21:40:43 UTC	78			
9237000	2020-01-08 01:24:53 UTC	24			
9238000	2020-01-08 05:04:01 UTC	16			
9239000	2020-01-08 08:40:15 UTC	57			
9240000	2020-01-08 12:29:01 UTC	92			
9241000	2020-01-08 16:16:45 UTC	159			
9242000	2020-01-08 19:51:07 UTC	135			
9243000	2020-01-08 23:32:25 UTC	140			
9244000	2020-01-09 03:11:52 UTC	119			
9245000	2020-01-09 06:55:30 UTC	139			
9246000	2020-01-09 10:47:12 UTC	95			
9247000	2020-01-09 14:25:23 UTC	248			
9248000	2020-01-09 18:01:34 UTC	189			
9249000	2020-01-09 21:42:24 UTC	217			
9250000	2020-01-10 01:21:27 UTC	107			
9251000	2020-01-10 04:56:51 UTC	64			
9252000	2020-01-10 08:41:25 UTC	136			
9253000	2020-01-10 12:20:14 UTC	214			
9254000	2020-01-10 15:58:37 UTC	478			
9255000	2020-01-10 19:38:40 UTC	281			
9256000	2020-01-10 23:14:20 UTC	162			
9257000	2020-01-11 02:53:21 UTC	131			
9258000	2020-01-11 06:39:01 UTC	100			
9259000	2020-01-11 10:14:02 UTC	50			
9260000	2020-01-11 13:51:46 UTC	136			
9261000	2020-01-11 17:37:48 UTC	168			
9262000	2020-01-11 21:15:26 UTC	236			
9263000	2020-01-12 01:00:22 UTC	213			
9264000	2020-01-12 04:40:59 UTC	140			
9265000	2020-01-12 08:16:59 UTC	102			
9266000	2020-01-12 12:00:40 UTC	159			
9267000	2020-01-12 15:41:47 UTC	195			
9268000	2020-01-12 19:23:45 UTC	162			
9269000	2020-01-12 23:01:45 UTC	150			
9270000	2020-01-13 02:47:33 UTC	45			
9271000	2020-01-13 06:32:57 UTC	103			
9272000	2020-01-13 10:09:05 UTC	223			
9273000	2020-01-13 13:43:35 UTC	241			
9274000	2020-01-13 17:29:26 UTC	390			
9275000	2020-01-13 21:09:17 UTC	361			
9276000	2020-01-14 00:45:50 UTC	242			
9277000	2020-01-14 04:24:54 UTC	144			
9278000	2020-01-14 08:12:20 UTC	149			
9279000	2020-01-14 11:43:49 UTC	100			
9280000	2020-01-14 15:34:56 UTC	243			
9281000	2020-01-14 19:20:23 UTC	333			
9282000	2020-01-14 22:55:48 UTC	202			
9283000	2020-01-15 02:33:16 UTC	161			
9284000	2020-01-15 06:08:43 UTC	124			
9285000	2020-01-15 09:52:34 UTC	121			
9286000	2020-01-15 13:31:05 UTC	204			
9287000	2020-01-15 17:10:45 UTC	222			
9288000	2020-01-15 21:00:50 UTC	243			
9289000	2020-01-16 00:40:11 UTC	129			
9290000	2020-01-16 04:19:43 UTC	59			
9291000	2020-01-16 08:00:16 UTC	128			
9292000	2020-01-16 11:35:19 UTC	75			
9293000	2020-01-16 15:30:04 UTC	124			
9294000	2020-01-16 19:08:51 UTC	135			
9295000	2020-01-16 22:48:42 UTC	178			
9296000	2020-01-17 02:23:23 UTC	101			
9297000	2020-01-17 06:04:53 UTC	131			
9298000	2020-01-17 09:46:15 UTC	88			
9299000	2020-01-17 13:28:36 UTC	146			
9300000	2020-01-17 17:03:44 UTC	278			
9301000	2020-01-17 20:44:30 UTC	247			
9302000	2020-01-18 00:27:37 UTC	145			
9303000	2020-01-18 04:01:55 UTC	51			
9304000	2020-01-18 07:53:12 UTC	151			
9305000	2020-01-18 11:35:47 UTC	121			
9306000	2020-01-18 15:14:16 UTC	119			
9307000	2020-01-18 18:47:56 UTC	75			
9308000	2020-01-18 22:29:48 UTC	124			
9309000	2020-01-19 02:12:21 UTC	37			
9310000	2020-01-19 05:58:31 UTC	71			
9311000	2020-01-19 09:41:53 UTC	126			
9312000	2020-01-19 13:19:20 UTC	226			
9313000	2020-01-19 17:00:51 UTC	213			
9314000	2020-01-19 20:31:22 UTC	195			
9315000	2020-01-20 00:07:10 UTC	102			
9316000	2020-01-20 03:55:05 UTC	43			
9317000	2020-01-20 07:34:06 UTC	144			
9318000	2020-01-20 11:15:09 UTC	152			
9319000	2020-01-20 14:53:15 UTC	438			
9320000	2020-01-20 18:30:25 UTC	602			
9321000	2020-01-20 22:13:39 UTC	359			
9322000	2020-01-21 01:52:32 UTC	262			
9323000	2020-01-21 05:36:38 UTC	530			
9324000	2020-01-21 09:19:06 UTC	189			
9325000	2020-01-21 13:03:25 UTC	243			
9326000	2020-01-21 16:42:59 UTC	411			
9327000	2020-01-21 20:20:33 UTC	369			
9328000	2020-01-21 23:48:36 UTC	166			
9329000	2020-01-22 03:42:53 UTC	60			
9330000	2020-01-22 07:23:29 UTC	10			
9331000	2020-01-22 11:01:46 UTC	6			
9332000	2020-01-22 14:40:40 UTC	3			
9333000	2020-01-22 18:21:26 UTC	15			
9334000	2020-01-22 22:11:33 UTC	7			
9335000	2020-01-23 01:42:14 UTC	9			
9336000	2020-01-23 05:26:56 UTC	9			
9337000	2020-01-23 09:04:47 UTC	3			
9338000	2020-01-23 12:39:30 UTC	3			
9339000	2020-01-23 16:21:40 UTC	18			
9340000	2020-01-23 19:58:07 UTC	18			
9346000	2020-01-24 17:58:25 UTC	6			
9349000	2020-01-25 05:05:33 UTC	9			
9356000	2020-01-26 06:59:04 UTC	3			
9359000	2020-01-26 18:00:35 UTC	3			
9362000	2020-01-27 05:05:40 UTC	3			
9364000	2020-01-27 12:26:43 UTC	3			
9365000	2020-01-27 16:02:29 UTC	6			
9367000	2020-01-27 23:25:33 UTC	3			
9368000	2020-01-28 03:08:13 UTC	3			
9376000	2020-01-29 08:43:48 UTC	1			
9380000	2020-01-29 23:12:14 UTC	3			
9382000	2020-01-30 06:48:32 UTC	6			
9386000	2020-01-30 21:35:30 UTC	3			
9389000	2020-01-31 08:37:30 UTC	3			
9390000	2020-01-31 12:26:04 UTC	3			
9393000	2020-01-31 23:23:17 UTC	5			
9394000	2020-02-01 03:04:38 UTC	9			
9395000	2020-02-01 06:43:40 UTC	58			
9396000	2020-02-01 10:26:15 UTC	6			
9397000	2020-02-01 14:18:00 UTC	21			
9399000	2020-02-01 21:34:57 UTC	12			
9401000	2020-02-02 04:54:30 UTC	21			
9402000	2020-02-02 08:35:14 UTC	115			
9403000	2020-02-02 12:12:55 UTC	18			
9404000	2020-02-02 15:51:31 UTC	3			
9405000	2020-02-02 19:28:58 UTC	3			
9408000	2020-02-03 06:37:02 UTC	1			
9409000	2020-02-03 10:26:41 UTC	116			
9410000	2020-02-03 14:01:55 UTC	23			
9411000	2020-02-03 17:43:14 UTC	18			
9412000	2020-02-03 21:19:02 UTC	27			
9413000	2020-02-04 01:10:15 UTC	1			
9414000	2020-02-04 04:50:14 UTC	6			
9416000	2020-02-04 12:08:05 UTC	3			
9417000	2020-02-04 15:41:56 UTC	30			
9418000	2020-02-04 19:23:02 UTC	3			
9423000	2020-02-05 13:48:16 UTC	3			
9424000	2020-02-05 17:37:45 UTC	3			
9427000	2020-02-06 04:38:36 UTC	6			
9429000	2020-02-06 12:15:10 UTC	9			
9432000	2020-02-06 23:07:50 UTC	3			
9433000	2020-02-07 02:49:49 UTC	3			
9437000	2020-02-07 17:44:46 UTC	3			
9439000	2020-02-08 00:56:21 UTC	3			
9449000	2020-02-09 13:56:31 UTC	3			
9451000	2020-02-09 21:30:44 UTC	3			
9454000	2020-02-10 08:33:34 UTC	6			
9455000	2020-02-10 11:58:49 UTC	3			
9456000	2020-02-10 15:48:25 UTC	9			
9459000	2020-02-11 02:37:11 UTC	6			
9460000	2020-02-11 06:18:13 UTC	3			
9462000	2020-02-11 13:40:33 UTC	9			
9463000	2020-02-11 17:17:09 UTC	6			
9469000	2020-02-12 15:40:25 UTC	9			
9471000	2020-02-12 22:54:53 UTC	3			
9472000	2020-02-13 02:42:16 UTC	3			
9473000	2020-02-13 06:18:40 UTC	4			
9477000	2020-02-13 21:05:23 UTC	3			
9478000	2020-02-14 00:47:45 UTC	3			
9479000	2020-02-14 04:28:48 UTC	3			
9487000	2020-02-15 10:03:56 UTC	3			
9493000	2020-02-16 08:21:38 UTC	3			
9494000	2020-02-16 11:57:46 UTC	3			
9500000	2020-02-17 10:09:03 UTC	3			
9502000	2020-02-17 17:43:44 UTC	2			
9504000	2020-02-18 01:00:08 UTC	3			
9505000	2020-02-18 04:35:09 UTC	3			
9506000	2020-02-18 08:25:00 UTC	7			
9507000	2020-02-18 12:01:09 UTC	1			
9508000	2020-02-18 15:44:25 UTC	4			
9509000	2020-02-18 19:23:42 UTC	3			
9513000	2020-02-19 10:05:15 UTC	3			
9514000	2020-02-19 13:50:16 UTC	6			
9516000	2020-02-19 21:06:37 UTC	6			
9518000	2020-02-20 04:30:39 UTC	1			
9520000	2020-02-20 12:07:28 UTC	3			
9523000	2020-02-20 23:09:19 UTC	1			
9525000	2020-02-21 06:26:20 UTC	3			
9526000	2020-02-21 10:21:00 UTC	4			
9528000	2020-02-21 17:40:51 UTC	3			
9529000	2020-02-21 21:22:30 UTC	3			
9535000	2020-02-22 19:19:03 UTC	3			
9537000	2020-02-23 02:41:25 UTC	3			
9540000	2020-02-23 13:48:27 UTC	3			
9550000	2020-02-25 02:41:16 UTC	6			
9552000	2020-02-25 10:13:34 UTC	1			
9553000	2020-02-25 13:53:16 UTC	3			
9554000	2020-02-25 17:39:39 UTC	22			
9555000	2020-02-25 21:21:12 UTC	6			
9558000	2020-02-26 08:27:27 UTC	3			
9559000	2020-02-26 12:01:27 UTC	3			
9560000	2020-02-26 15:36:53 UTC	3			
9561000	2020-02-26 19:15:30 UTC	3			
9563000	2020-02-27 02:36:59 UTC	3			
9564000	2020-02-27 06:18:56 UTC	3			
9565000	2020-02-27 09:49:52 UTC	7			
9567000	2020-02-27 17:26:37 UTC	3			
9568000	2020-02-27 21:11:16 UTC	3			
9574000	2020-02-28 19:14:58 UTC	3			
9575000	2020-02-28 23:04:30 UTC	3			
9577000	2020-02-29 06:21:02 UTC	3			
9581000	2020-02-29 21:04:04 UTC	6			
9584000	2020-03-01 08:09:51 UTC	3			
9586000	2020-03-01 15:20:30 UTC	6			
9593000	2020-03-02 17:09:34 UTC	1			
9594000	2020-03-02 21:02:48 UTC	8			
9595000	2020-03-03 00:39:39 UTC	6			
9597000	2020-03-03 08:04:09 UTC	20			
9599000	2020-03-03 15:26:39 UTC	3			
9605000	2020-03-04 13:37:45 UTC	6			
9606000	2020-03-04 17:16:38 UTC	4			
9607000	2020-03-04 20:58:19 UTC	38			
9612000	2020-03-05 15:22:26 UTC	6			
9614000	2020-03-05 22:56:59 UTC	3			
9633000	2020-03-08 20:37:21 UTC	3			
9634000	2020-03-09 00:17:19 UTC	4			
9635000	2020-03-09 04:01:32 UTC	12			
9636000	2020-03-09 07:48:01 UTC	2			
9639000	2020-03-09 19:00:57 UTC	1			
9640000	2020-03-09 22:42:26 UTC	3			
9643000	2020-03-10 09:42:28 UTC	3			
9650000	2020-03-11 11:40:41 UTC	3			
9652000	2020-03-11 19:07:25 UTC	3			
9654000	2020-03-12 02:12:45 UTC	24			
9664000	2020-03-13 15:44:20 UTC	3			
9665000	2020-03-13 19:35:01 UTC	3			
9669000	2020-03-14 10:19:13 UTC	3			
9674000	2020-03-15 04:51:41 UTC	1			
9675000	2020-03-15 08:35:35 UTC	3			
9676000	2020-03-15 12:09:45 UTC	3			
9677000	2020-03-15 15:49:26 UTC	3			
9703000	2020-03-19 15:48:23 UTC	3			
9704000	2020-03-19 19:31:01 UTC	1			
9705000	2020-03-19 23:16:21 UTC	5			
9707000	2020-03-20 06:40:41 UTC	7			
9708000	2020-03-20 10:24:19 UTC	3			
9726000	2020-03-23 06:05:39 UTC	3			
9727000	2020-03-23 09:49:21 UTC	3			
9728000	2020-03-23 13:30:49 UTC	128			
9729000	2020-03-23 17:21:01 UTC	151			
9730000	2020-03-23 20:54:25 UTC	126			
9731000	2020-03-24 00:29:33 UTC	108			
9732000	2020-03-24 04:11:38 UTC	51			
9733000	2020-03-24 08:02:57 UTC	114			
9734000	2020-03-24 11:48:44 UTC	140			
9735000	2020-03-24 15:39:40 UTC	202			
9736000	2020-03-24 19:39:31 UTC	228			
9737000	2020-03-24 23:07:25 UTC	178			
9738000	2020-03-25 03:06:40 UTC	114			
9739000	2020-03-25 06:54:28 UTC	84			
9740000	2020-03-25 10:41:43 UTC	252			
9741000	2020-03-25 14:26:36 UTC	386			
9742000	2020-03-25 18:10:04 UTC	171			
9743000	2020-03-25 21:56:31 UTC	178			
9744000	2020-03-26 01:38:23 UTC	47			
9745000	2020-03-26 05:19:13 UTC	32			
9746000	2020-03-26 08:56:41 UTC	282			
9747000	2020-03-26 12:31:28 UTC	144			
9748000	2020-03-26 16:12:52 UTC	317			
9749000	2020-03-26 20:06:23 UTC	318			
9750000	2020-03-26 23:48:25 UTC	182			
9751000	2020-03-27 03:24:00 UTC	118			
9752000	2020-03-27 07:03:53 UTC	227			
9753000	2020-03-27 10:48:58 UTC	240			
9754000	2020-03-27 14:38:26 UTC	461			
9755000	2020-03-27 18:07:27 UTC	371			
9756000	2020-03-27 21:51:36 UTC	280			
9757000	2020-03-28 01:27:03 UTC	117			
9758000	2020-03-28 05:11:23 UTC	98			
9759000	2020-03-28 08:53:57 UTC	64			
9760000	2020-03-28 12:37:44 UTC	256			
9761000	2020-03-28 16:12:34 UTC	150			
9762000	2020-03-28 19:49:23 UTC	83			
9763000	2020-03-28 23:34:51 UTC	126			
9764000	2020-03-29 03:17:47 UTC	61			
9765000	2020-03-29 06:54:41 UTC	60			
9766000	2020-03-29 10:31:26 UTC	97			
9767000	2020-03-29 14:17:11 UTC	146			
9768000	2020-03-29 17:49:09 UTC	188			
9769000	2020-03-29 21:37:18 UTC	136			
9770000	2020-03-30 01:15:43 UTC	81			
9771000	2020-03-30 04:50:35 UTC	84			
9772000	2020-03-30 08:42:04 UTC	130			
9773000	2020-03-30 12:25:05 UTC	215			
9774000	2020-03-30 16:02:56 UTC	290			
9775000	2020-03-30 19:45:52 UTC	133			
9776000	2020-03-30 23:31:02 UTC	201			
9777000	2020-03-31 03:10:32 UTC	138			
9778000	2020-03-31 06:47:18 UTC	150			
9779000	2020-03-31 10:39:03 UTC	129			
9780000	2020-03-31 14:13:15 UTC	241			
9781000	2020-03-31 18:02:24 UTC	305			
9782000	2020-03-31 21:50:30 UTC	135			
9783000	2020-04-01 01:24:03 UTC	173			
9784000	2020-04-01 05:09:58 UTC	107			
9785000	2020-04-01 08:46:05 UTC	163			
9786000	2020-04-01 12:17:26 UTC	376			
9787000	2020-04-01 16:09:11 UTC	222			
9788000	2020-04-01 19:54:00 UTC	305			
9789000	2020-04-01 23:23:11 UTC	146			
9790000	2020-04-02 03:07:59 UTC	157			
9791000	2020-04-02 06:40:06 UTC	248			
9792000	2020-04-02 10:19:06 UTC	376			
9793000	2020-04-02 14:04:17 UTC	503			
9794000	2020-04-02 17:52:10 UTC	250			
9795000	2020-04-02 21:35:38 UTC	174			
9796000	2020-04-03 01:22:06 UTC	193			
9797000	2020-04-03 04:59:38 UTC	69			
9798000	2020-04-03 08:41:33 UTC	209			
9799000	2020-04-03 12:26:28 UTC	183			
9800000	2020-04-03 16:02:17 UTC	749			
9801000	2020-04-03 19:40:37 UTC	304			
9802000	2020-04-03 23:21:55 UTC	190			
9803000	2020-04-04 03:06:50 UTC	119			
9804000	2020-04-04 06:57:10 UTC	171			
9805000	2020-04-04 10:38:03 UTC	261			
9806000	2020-04-04 14:22:38 UTC	219			
9807000	2020-04-04 17:54:00 UTC	213			
9808000	2020-04-04 21:36:31 UTC	63			
9809000	2020-04-05 01:13:43 UTC	82			
9810000	2020-04-05 04:57:36 UTC	102			
9811000	2020-04-05 08:35:23 UTC	132			
9812000	2020-04-05 12:23:40 UTC	332			
9813000	2020-04-05 16:07:52 UTC	291			
9814000	2020-04-05 19:36:54 UTC	376			
9815000	2020-04-05 23:21:50 UTC	188			
9816000	2020-04-06 03:10:03 UTC	320			
9817000	2020-04-06 06:45:54 UTC	378			
9818000	2020-04-06 10:30:28 UTC	541			
9819000	2020-04-06 14:14:45 UTC	510			
9820000	2020-04-06 18:04:03 UTC	715			
9821000	2020-04-06 21:49:29 UTC	352			
9822000	2020-04-07 01:24:27 UTC	360			
9823000	2020-04-07 05:09:43 UTC	113			
9824000	2020-04-07 08:51:19 UTC	134			
9825000	2020-04-07 12:25:41 UTC	179			
9826000	2020-04-07 16:17:09 UTC	197			
9827000	2020-04-07 19:43:58 UTC	175			
9828000	2020-04-07 23:25:55 UTC	57			
9829000	2020-04-08 03:05:48 UTC	77			
9830000	2020-04-08 06:50:45 UTC	120			
9831000	2020-04-08 10:35:41 UTC	58			
9832000	2020-04-08 14:16:35 UTC	59			
9833000	2020-04-08 18:00:58 UTC	148			
9834000	2020-04-08 21:39:23 UTC	48			
9835000	2020-04-09 01:18:15 UTC	18			
9836000	2020-04-09 04:54:27 UTC	138			
9837000	2020-04-09 08:40:16 UTC	194			
9838000	2020-04-09 12:22:44 UTC	227			
9839000	2020-04-09 16:07:46 UTC	325			
9840000	2020-04-09 19:46:29 UTC	262			
9841000	2020-04-09 23:32:55 UTC	41			
9842000	2020-04-10 02:58:09 UTC	269			
9843000	2020-04-10 06:47:25 UTC	137			
9844000	2020-04-10 10:37:49 UTC	152			
9845000	2020-04-10 14:10:03 UTC	344			
9846000	2020-04-10 18:02:24 UTC	71			
9847000	2020-04-10 21:39:05 UTC	54			
9848000	2020-04-11 01:28:49 UTC	10			
9849000	2020-04-11 05:10:36 UTC	13			
9850000	2020-04-11 08:56:24 UTC	3			
9851000	2020-04-11 12:32:27 UTC	19			
9852000	2020-04-11 16:12:54 UTC	29			
9853000	2020-04-11 19:57:01 UTC	33			
9854000	2020-04-11 23:49:22 UTC	37			
9855000	2020-04-12 03:22:05 UTC	42			
9856000	2020-04-12 06:50:25 UTC	3			
9861000	2020-04-13 01:14:34 UTC	3			
9862000	2020-04-13 04:55:01 UTC	1			
9864000	2020-04-13 12:33:23 UTC	1			
9865000	2020-04-13 16:08:33 UTC	3			
9866000	2020-04-13 19:56:15 UTC	3			
9869000	2020-04-14 06:52:31 UTC	1			
9872000	2020-04-14 17:44:48 UTC	3			
9873000	2020-04-14 21:34:09 UTC	2			
9874000	2020-04-15 01:20:51 UTC	5			
9877000	2020-04-15 12:29:21 UTC	3			
9878000	2020-04-15 16:08:41 UTC	6			
9882000	2020-04-16 06:58:38 UTC	3			
9883000	2020-04-16 10:32:54 UTC	3			
9884000	2020-04-16 14:15:41 UTC	18			
9885000	2020-04-16 18:04:55 UTC	4			
9891000	2020-04-17 16:22:15 UTC	3			
9901000	2020-04-19 05:48:25 UTC	3			
9905000	2020-04-19 20:30:33 UTC	4			
9906000	2020-04-20 00:04:57 UTC	6			
9908000	2020-04-20 07:35:33 UTC	5			
9909000	2020-04-20 11:18:59 UTC	3			
9910000	2020-04-20 15:07:27 UTC	6			
9912000	2020-04-20 22:26:10 UTC	3			
9913000	2020-04-21 01:57:38 UTC	7			
9914000	2020-04-21 05:43:26 UTC	2			
9915000	2020-04-21 09:25:00 UTC	3			
9916000	2020-04-21 13:02:43 UTC	3			
9917000	2020-04-21 16:54:12 UTC	3			
9920000	2020-04-22 04:04:33 UTC	3			
9924000	2020-04-22 19:03:24 UTC	3			
9925000	2020-04-22 22:39:26 UTC	6			
9926000	2020-04-23 02:15:40 UTC	7			
9928000	2020-04-23 09:36:42 UTC	2			
9930000	2020-04-23 17:08:14 UTC	1			
9931000	2020-04-23 21:02:08 UTC	6			
9934000	2020-04-24 07:55:27 UTC	1			
9935000	2020-04-24 11:37:19 UTC	3			
9937000	2020-04-24 19:03:07 UTC	6			
9938000	2020-04-24 22:50:25 UTC	3			
9939000	2020-04-25 02:39:50 UTC	2			
